"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Education.level"	"Residence"	"Region"	"Wealth.quintle"	"Value"
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Rift Valley"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Rift Valley"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Total"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Total"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Total"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Total"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Total"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Total"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Western"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Western"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Rural"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Central"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Central"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Coast"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Coast"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Coast"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"North Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"North Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Rift Valley"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Rift Valley"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Total"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Total"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Total"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Total"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Total"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Total"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Western"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Western"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Total"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Central"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Central"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Coast"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Coast"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Coast"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"North Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"North Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Rift Valley"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Rift Valley"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Total"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Total"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Total"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Total"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Total"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Total"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Western"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Western"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Primary"	"Urban"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Central"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Central"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Coast"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Coast"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Coast"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"North Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"North Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Gender Parity Index of net attendance ratio"	"ratio"	"2014"	"6-13"	"Secondary"	"Rural"	"Rift Valley"	"Second"	
