"TableTitle"	"Variable"	"Units"	"Year"	"Residence"	"Region"	"Wealth.quintle"	"Food.consumption.score.group"	"Value"	"Number.of.households.with.valid.food.consumption.score"
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Western"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Central"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Coast"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Eastern"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nairobi"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"North Eastern"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Nyanza"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Rift Valley"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Urban"	"Total"	"Fourth"	"Borderline"		
