"TableTitle"	"Variable"	"Units"	"Year"	"Residence"	"Region"	"Wealth.quintle"	"Cleansing.agents.available"	"Value"	"Number.of.households.with.place.for.washing.hands.was.observed"
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Highest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Middle"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Second"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Total"	"Total"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Fourth"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Total"	"Western"	"Highest"	"Soap but no water"		
