"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Possession.of.birth.certificate"	"Value"	"Number.of.children"
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nairobi"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"North Eastern"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Nyanza"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Rift Valley"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Total"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Total"	"Western"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Central"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Coast"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Eastern"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Eastern"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Eastern"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Eastern"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Eastern"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Eastern"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"2-4"	"Female"	"Urban"	"Eastern"	"Lowest"	"No"		
