"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Value"
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Rift Valley"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Rift Valley"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Rift Valley"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Rift Valley"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Total"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Total"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Total"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Total"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Total"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Total"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Western"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Western"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Western"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Western"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Western"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Total"	"Western"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Central"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Central"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Central"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Central"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Central"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Central"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Coast"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Coast"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Coast"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Coast"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Coast"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Coast"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Eastern"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Eastern"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Eastern"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Eastern"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Eastern"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Eastern"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nairobi"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nairobi"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nairobi"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nairobi"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nairobi"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nairobi"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"North Eastern"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"North Eastern"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"North Eastern"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"North Eastern"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"North Eastern"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"North Eastern"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nyanza"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nyanza"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nyanza"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nyanza"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nyanza"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Nyanza"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Rift Valley"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Rift Valley"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Rift Valley"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Rift Valley"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Rift Valley"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Rift Valley"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Total"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Total"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Total"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Total"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Total"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Total"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Western"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Western"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Western"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Western"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Western"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"35-39"	"Male"	"Urban"	"Western"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Central"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Central"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Central"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Central"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Central"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Central"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Coast"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Coast"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Coast"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Coast"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Coast"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Coast"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Eastern"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Eastern"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Eastern"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Eastern"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Eastern"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Eastern"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nairobi"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nairobi"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nairobi"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nairobi"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nairobi"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nairobi"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"North Eastern"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"North Eastern"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"North Eastern"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"North Eastern"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"North Eastern"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"North Eastern"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nyanza"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nyanza"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nyanza"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nyanza"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nyanza"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Nyanza"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Rift Valley"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Rift Valley"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Rift Valley"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Rift Valley"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Rift Valley"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Rift Valley"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Total"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Total"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Total"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Total"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Total"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Total"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Western"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Western"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Western"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Western"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Western"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Rural"	"Western"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Central"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Central"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Central"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Central"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Central"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Central"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Coast"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Coast"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Coast"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Coast"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Coast"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Coast"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Eastern"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Eastern"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Eastern"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Eastern"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Eastern"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Eastern"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nairobi"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nairobi"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nairobi"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nairobi"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nairobi"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nairobi"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"North Eastern"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"North Eastern"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"North Eastern"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"North Eastern"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"North Eastern"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"North Eastern"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nyanza"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nyanza"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nyanza"	"Lowest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nyanza"	"Middle"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nyanza"	"Second"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Nyanza"	"Total"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Rift Valley"	"Fourth"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Rift Valley"	"Highest"	
"Table 2.13.2 Educational attainment of the male household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"40-44"	"Male"	"Total"	"Rift Valley"	"Lowest"	
